Z3_add_const_interp	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_add_rec_def	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_algebraic_add	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_algebraic_div	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_algebraic_eq	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_algebraic_ge	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_algebraic_get_i	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_algebraic_get_poly	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_algebraic_gt	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_algebraic_is_neg	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_algebraic_is_pos	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_algebraic_le	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_algebraic_lt	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_algebraic_mul	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_algebraic_neq	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_algebraic_power	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_algebraic_root	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_algebraic_roots	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_algebraic_sign	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_algebraic_sub	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_app_to_ast	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_append_log	process-global-filesystem	Requires an isolated open/append/close log protocol and cleanup; unsafe to share with parallel solver probes.
Z3_ast_map_contains	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_ast_map_erase	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_ast_map_find	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_ast_map_insert	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_ast_map_keys	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_ast_map_reset	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_ast_map_size	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_ast_map_to_string	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_ast_vector_get	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_ast_vector_resize	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_ast_vector_set	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_ast_vector_size	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_ast_vector_to_string	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_ast_vector_translate	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_close_log	process-global-filesystem	Requires an isolated open/append/close log protocol and cleanup; unsafe to share with parallel solver probes.
Z3_dec_ref	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_del_constructor_list	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_disable_trace	process-global-state	Mutates the process-wide trace registry and can interfere with concurrent tests.
Z3_enable_concurrent_dec_ref	process-global-lifecycle	Must be configured before relevant context lifetimes and changes global reclamation behavior.
Z3_enable_trace	process-global-state	Mutates the process-wide trace registry and can interfere with concurrent tests.
Z3_eval_smtlib2_string	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_finalize_memory	destructive-process-global	Finalizes global allocator state and can invalidate every later probe in the process.
Z3_fixedpoint_add_callback	callback-protocol	Requires a retained callback context and a real fixedpoint solve that exercises lemma/predecessor/unfold events.
Z3_fixedpoint_add_constraint	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_fixedpoint_add_cover	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
Z3_fixedpoint_add_fact	unwired-stateful-fixture	Requires a registered relation with typed columns and a follow-up reachability assertion.
Z3_fixedpoint_add_invariant	coverage-not-yet-authenticated	No authenticated per-call runtime marker exists yet; typed compilation and symbol resolution do not prove executed callability.
